,path_x,numint,path_y,nom_ls,gs_uri,label,lab_num
26,2023-03-18#pto#avant#0000023762567#7d4b5ac02f1a58139ee3697dc8b45dc4.jpeg,23762567,2023-03-18#pto#apres#0000023762567#38d45f39f918b1e4686f32fce9c049dd.jpeg,23762567_7119,23762567_7119.jpeg,Same,0
27,2023-03-17#pto#avant#0000024287682#ed80a00fef8aa5940a1a9bf145ffaec8.jpeg,24287682,2023-03-17#pto#apres#0000024287682#46ed16de7e5a3c7822c22c17bbfcacb3.jpeg,24287682_9669,24287682_9669.jpeg,Same,0
28,2023-03-17#pto#avant#0000017685416#0e28273e1c11317a1da58b87af5e6405.jpeg,17685416,2023-03-17#pto#apres#0000017685416#06da1a5eedc8b8cd350b7ebef36fcdb2.jpeg,17685416_2410,17685416_2410.jpeg,Same,0
29,2023-03-11#pto#avant#0000017658194#ec365682b8a985acc0eaff884900372c.jpeg,17658194,2023-03-11#pto#apres#0000017658194#59ee955308c1dd7d084a1382d6745a0a.jpeg,17658194_2024,17658194_2024.jpeg,Same,0
30,2023-03-18#pto#avant#0000029499630#112fdb16b84a24cc0d57087623b14021.jpeg,29499630,2023-03-18#pto#apres#0000029499630#d4d6925c3da1dce4b2859f3c4a12d11e.jpeg,29499630_10926,29499630_10926.jpeg,Same,0
31,2023-03-15#pto#avant#0000030224061#3e1752636b3246e9302e8c67da25bbae.jpeg,30224061,2023-03-15#pto#apres#0000030224061#bb6902c1aee7f2cb490cf345cd00932b.jpeg,30224061_11465,30224061_11465.jpeg,Same,0
32,2023-03-13#pto#avant#0000017686879#e6d436427c6196b9b29184143a4e573d.jpeg,17686879,2023-03-13#pto#apres#0000017686879#e291bd2729620fa14d9228db4318cac6.jpeg,17686879_2452,17686879_2452.jpeg,Same,0
33,2023-03-17#pto#avant#0000009190814#9cf886513369636fb96f050968a2c638.jpeg,9190814,2023-03-17#pto#apres#0000009190814#11cb79b436332e954186de845fdc4eb8.jpeg,9190814_821,9190814_821.jpeg,Same,0
34,2023-03-10#pto#avant#0000023217684#fd4657cd07af365dfa219d8fea735ba3.jpeg,23217684,2023-03-10#pto#apres#0000023217684#804afaa81d190b55edc3236eea460654.jpeg,23217684_5800,23217684_5800.jpeg,Same,0
35,2023-03-15#pto#avant#0000022631822#80bbd0f3a17ce7205673b8a12f78fbf0.jpeg,22631822,2023-03-15#pto#apres#0000022631822#c9b46485922620f57a2a383414078914.jpeg,22631822_5295,22631822_5295.jpeg,Same,0
36,2023-03-10#pto#avant#0000017996866#f4aff8675d638401aaa6cbb21ae8c5e6.jpeg,17996866,2023-03-10#pto#apres#0000017996866#e2d2b28723147d3f9a212bb98175a3fa.jpeg,17996866_3718,17996866_3718.jpeg,Same,0
37,2023-03-18#pto#avant#0000015173023#7f98128079c2749282597594940837da.jpeg,15173023,2023-03-18#pto#apres#0000015173023#8fbd770bd117fc5547eab99f72ad42a7.jpeg,15173023_1468,15173023_1468.jpeg,Same,0
38,2023-03-08#pto#avant#0000015151965#21aee39b56a49470213e86ae66a2676e.jpeg,15151965,2023-03-08#pto#apres#0000015151965#e706cf6c4b391a68de2a302ff96eb3cc.jpeg,15151965_1327,15151965_1327.jpeg,Same,0
39,2023-03-21#pto#avant#0000023206887#e9702c5499fb1fd5e86367d5a276cda4.jpeg,23206887,2023-03-21#pto#apres#0000023206887#e184a3be430441867345a9e7351cad48.jpeg,23206887_5742,23206887_5742.jpeg,Same,0
40,2023-03-15#pto#avant#0000024239376#c46d520bcbd893b6a4e90994d769ff6c.jpeg,24239376,2023-03-15#pto#apres#0000024239376#03560838463b1d9f93431b5e3ac696d8.jpeg,24239376_9268,24239376_9268.jpeg,Same,0
41,2023-03-13#pto#avant#0000017975570#3399c4ca106abdedef1b4bff83f44754.jpeg,17975570,2023-03-13#pto#apres#0000017975570#2dd1cab555e59dbdca26fb124b32e371.jpeg,17975570_3352,17975570_3352.jpeg,Same,0
42,2023-03-13#pto#avant#0000017985968#fc792bf8f8aedec676cf90521b1c8be3.jpeg,17985968,2023-03-13#pto#apres#0000017985968#19f311d0ee7271dcd6dd2dbaad01b6d7.jpeg,17985968_3478,17985968_3478.jpeg,Same,0
43,2023-03-15#pto#avant#0000023802248#35023121b587297e4f502f1849e0cabd.jpeg,23802248,2023-03-15#pto#apres#0000023802248#bf1eb35ce39a557174bb8541ab8f5f82.jpeg,23802248_7448,23802248_7448.jpeg,Same,0
44,2023-03-17#pto#avant#0000024265324#59e7f6cd859351119d0ae49a31253a45.jpeg,24265324,2023-03-17#pto#apres#0000024265324#9b0e99a8443ce6b16f8965172b7037b5.jpeg,24265324_9497,24265324_9497.jpeg,Not same,1
45,2023-03-17#pto#avant#0000017672521#2978ef58be005c2f17edb2e9f8eca00e.jpeg,17672521,2023-03-17#pto#apres#0000017672521#e06c91a92e7c8b211534695c6dd3ff37.jpeg,17672521_2175,17672521_2175.jpeg,Same,0
46,2023-03-10#pto#avant#0000019219711#a1c0c0b2960543051de39e601aca7cfd.jpeg,19219711,2023-03-10#pto#apres#0000019219711#0f8e3f3145deac7f27463f9f2e993a5e.jpeg,19219711_4348,19219711_4348.jpeg,Same,0
47,2023-03-18#pto#avant#0000030277986#3ca01ce81da9d6f43b7a63d1c4f3585b.jpeg,30277986,2023-03-18#pto#apres#0000030277986#f18d88bd0c3689befe38b4fb6602b16e.jpeg,30277986_11591,30277986_11591.jpeg,Same,0
48,2023-03-10#pto#avant#0000023847454#487f9bc93b304e11cd06721e0c4b0a9a.jpeg,23847454,2023-03-10#pto#apres#0000023847454#aa7dcffa342cfaa4704c8687429b904f.jpeg,23847454_8328,23847454_8328.jpeg,Not enough context elements,0
49,2023-03-17#pto#avant#0000024653091#1afa1ddb0a5fe6a851483ecaaf113bb2.jpeg,24653091,2023-03-17#pto#apres#0000024653091#c6a0fe42591ceb5a0d0d959f4d173a98.jpeg,24653091_10785,24653091_10785.jpeg,Same,0
50,2023-03-15#pto#avant#0000017938608#da07e9832de5fb4c8bc7cd37f3220dc9.jpeg,17938608,2023-03-15#pto#apres#0000017938608#e3fc87f27492de20f7d4c4e75fdb9f32.jpeg,17938608_3242,17938608_3242.jpeg,Same,0
51,2023-03-18#pto#avant#0000023830589#e7fd94df1e92edec4e3dfc1e7766a64e.jpeg,23830589,2023-03-18#pto#apres#0000023830589#4680ba56cf747cfd99e72dff825e3ac0.jpeg,23830589_8047,23830589_8047.jpeg,Same,0
52,2023-03-10#pto#avant#0000017652835#e5b48f45cc29fd8468c9be2fab51fbc8.jpeg,17652835,2023-03-10#pto#apres#0000017652835#186dfa3862cd5675dd4a229643da3ee2.jpeg,17652835_1974,17652835_1974.jpeg,Same,0
53,2023-03-15#pto#avant#0000024494544#4a9f4d8b3e6daf4bf3b650c16662e5a1.jpeg,24494544,2023-03-15#pto#apres#0000024494544#a632ec69a824bf7faf0fdf8c4203a63d.jpeg,24494544_9758,24494544_9758.jpeg,Same,0
54,2023-03-13#pto#avant#0000017986889#3692b50b45eae8f00f0cd8823e64c680.jpeg,17986889,2023-03-13#pto#apres#0000017986889#fd9023693d727223a6bd415ca8724629.jpeg,17986889_3491,17986889_3491.jpeg,Same,0
55,2023-03-17#pto#avant#0000022687455#fc324893a59cd0f18dc9cb1492305a19.jpeg,22687455,2023-03-17#pto#apres#0000022687455#860620eb63dc93f8b36e1d705b30e7ea.jpeg,22687455_5545,22687455_5545.jpeg,Same,0
56,2023-03-21#pto#avant#0000024618008#02bb369956dd3e48ac6f6c63c1e92a0e.jpeg,24618008,2023-03-21#pto#apres#0000024618008#2ea185f4d2af77710691a6bdc48f7cb0.jpeg,24618008_10301,24618008_10301.jpeg,Same,0
57,2023-03-15#pto#avant#0000017664995#7a79882596e0d37c82f1ebf370b44024.jpeg,17664995,2023-03-15#pto#apres#0000017664995#dc2e8b50ae6523137701c57c68f9c184.jpeg,17664995_2099,17664995_2099.jpeg,Same,0
58,2023-03-16#pto#avant#0000012417673#20ae9a7b77d76d7ad5dda6ddf260bb81.jpeg,12417673,2023-03-16#pto#apres#0000012417673#347addde26d9391aae7fc7395ef85e67.jpeg,12417673_1223,12417673_1223.jpeg,Same,0
59,2023-03-17#pto#avant#0000023273754#2b8844155c71ef762473d3ee9e8591cd.jpeg,23273754,2023-03-17#pto#apres#0000023273754#502fe7373a0aebe00a798c5e2f5c8f92.jpeg,23273754_6850,23273754_6850.jpeg,Same,0
60,2023-03-10#pto#avant#0000022615387#e0eaf716f97a5af075f0a0d01bcf38ee.jpeg,22615387,2023-03-10#pto#apres#0000022615387#ae84bac5db5717dff2b34300df916549.jpeg,22615387_5248,22615387_5248.jpeg,Same,0
61,2023-03-18#pto#avant#0000023814875#fd03f1bae7f83226ae18fcaed63c1ffb.jpeg,23814875,2023-03-18#pto#apres#0000023814875#503b568406172b5841022f36710e28d1.jpeg,23814875_7719,23814875_7719.jpeg,Same,0
62,2023-03-17#pto#avant#0000029561215#8bcce355ee5e25a3160c386015997c4b.jpeg,29561215,2023-03-17#pto#apres#0000029561215#bcbe24636233ef423bec89475113ff7d.jpeg,29561215_11299,29561215_11299.jpeg,Same,0
63,2023-03-18#pto#avant#0000018020927#52dce116cbbae19b51b9b81eac409535.jpeg,18020927,2023-03-18#pto#apres#0000018020927#436c7746e9c75ddad2f6bdf2f65a3b79.jpeg,18020927_4211,18020927_4211.jpeg,Same,0
64,2023-03-10#pto#avant#0000011166160#bc79ed0306717ff22daa8e38fbaf5cd9.jpeg,11166160,2023-03-10#pto#apres#0000011166160#2c3bf0e56f8cee2aa4623e4534d9a6f1.jpeg,11166160_979,11166160_979.jpeg,Same,0
65,2023-03-11#pto#avant#0000024612405#ba29f0c1d2339e652d21de090499f0a7.jpeg,24612405,2023-03-11#pto#apres#0000024612405#df72f318c5721fa59996f1ccb8400c01.jpeg,24612405_10227,24612405_10227.jpeg,Not enough context elements,0
66,2023-03-09#pto#avant#0000023748713#8b59d7d61e61fbbe767a4a83ee0a868d.jpeg,23748713,2023-03-09#pto#apres#0000023748713#07036bebd6a736746e213e7286880f96.jpeg,23748713_7080,23748713_7080.jpeg,Same,0
67,2023-03-17#pto#avant#0000021172624#bcc1727b170529abb532236cfb74dbcb.jpeg,21172624,2023-03-17#pto#apres#0000021172624#3d5444cb9036f7804f2b6aa266d07384.jpeg,21172624_5145,21172624_5145.jpeg,Same,0
68,2023-03-13#pto#avant#0000023804236#7114bd324d5ed9f9f3f22346a751de34.jpeg,23804236,2023-03-13#pto#apres#0000023804236#a8d1b609b1b0f0f30b144a5556888e5e.jpeg,23804236_7475,23804236_7475.jpeg,Not enough context elements,0
69,2023-03-10#pto#avant#0000009184239#594b7d19196d0ddce5ee3dc32ea6c1b3.jpeg,9184239,2023-03-10#pto#apres#0000009184239#3088d5f85842a7ab6a4fa1cdf7838ec2.jpeg,9184239_668,9184239_668.jpeg,Same,0
70,2023-03-13#pto#avant#0000023245392#2ba68a63e8081618d5a057657c872f38.jpeg,23245392,2023-03-13#pto#apres#0000023245392#87e3a153407f76da03b69b5d8ec7a9da.jpeg,23245392_6194,23245392_6194.jpeg,Same,0
71,2023-03-13#pto#avant#0000009664912#7f729944933598eeaa0fbfa6062bf0fd.jpeg,9664912,2023-03-13#pto#apres#0000009664912#484bf8adae607019eda67f86c1065d16.jpeg,9664912_892,9664912_892.jpeg,Same,0
72,2023-03-21#pto#avant#0000029559831#cc0f936aff28e8314405450f97023ff2.jpeg,29559831,2023-03-21#pto#apres#0000029559831#9d382a630851f148900b01b33770a7c2.jpeg,29559831_11289,29559831_11289.jpeg,Not same,1
73,2023-03-11#pto#avant#0000029541394#102707b8733f4e5a640b952100289955.jpeg,29541394,2023-03-11#pto#apres#0000029541394#6479bd61cd69c914a259cd4884ff2d75.jpeg,29541394_11126,29541394_11126.jpeg,Same,0
74,2023-03-15#pto#avant#0000024267419#bb3e20902bb4810f6a217c8899a13ecd.jpeg,24267419,2023-03-15#pto#apres#0000024267419#dfbd48f608a31df44486503de3c6297d.jpeg,24267419_9520,24267419_9520.jpeg,Same,0
75,2023-03-11#pto#avant#0000023832580#1ca852d1f06ca311265be3816c415f45.jpeg,23832580,2023-03-11#pto#apres#0000023832580#224b22d37a995de0a5297b4eb4862508.jpeg,23832580_8095,23832580_8095.jpeg,Same,0
76,2023-03-18#pto#avant#0000021160932#b43301b244469c77d326899dd93a06aa.jpeg,21160932,2023-03-18#pto#apres#0000021160932#15ff7187d8d031585abeb75e8c58fcb7.jpeg,21160932_5052,21160932_5052.jpeg,Same,0
77,2023-03-18#pto#avant#0000023839509#b866ff57801b770ae5db8227400e322e.jpeg,23839509,2023-03-18#pto#apres#0000023839509#c52ca2fb9e7c153909e44454ce17f4b0.jpeg,23839509_8190,23839509_8190.jpeg,Same,0
78,2023-03-10#pto#avant#0000017961888#214b3f32912cc5ec2c26dbca83115bf8.jpeg,17961888,2023-03-10#pto#apres#0000017961888#722e3d0e8ec5654be32491096eb96af5.jpeg,17961888_3289,17961888_3289.jpeg,Same,0
79,2023-03-17#pto#avant#0000009188031#511cc921503804185f856b48fabafc2d.jpeg,9188031,2023-03-17#pto#apres#0000009188031#99df1a482997e327cd712b00a6519540.jpeg,9188031_772,9188031_772.jpeg,Same,0
80,2023-03-16#pto#avant#0000029490784#a24facd282193993abb1d7310e82d744.jpeg,29490784,2023-03-16#pto#apres#0000029490784#80af8b9110f774f7c30c33dfab8c737a.jpeg,29490784_10896,29490784_10896.jpeg,Same,0
81,2023-03-21#pto#avant#0000024635211#0da5745c60610821d43ad40e02e36202.jpeg,24635211,2023-03-21#pto#apres#0000024635211#2ba5ac52354df8a01fd9847427d520aa.jpeg,24635211_10596,24635211_10596.jpeg,Not same,1
82,2023-03-08#pto#avant#0000022635281#9f39b1a3c86f894bda4e86d812437aab.jpeg,22635281,2023-03-08#pto#apres#0000022635281#7802f8cf55f57e6144e052b6d44ffa0a.jpeg,22635281_5309,22635281_5309.jpeg,Same,0
83,2023-03-10#pto#avant#0000017611519#3ff6444fedbb726cea21c6a3f6ecae5c.jpeg,17611519,2023-03-10#pto#apres#0000017611519#e6889d87f2cf8a8f16b1017f57ce6294.jpeg,17611519_1853,17611519_1853.jpeg,Same,0
84,2023-03-10#pto#avant#0000019160813#dc298df92c98db012a51ecc0c71c83c7.jpeg,19160813,2023-02-09#pto#apres#0000019160813#36d90166a87d1a383dcf60f408abc0c3.jpeg,19160813_4274,19160813_4274.jpeg,Same,0
85,2023-03-13#pto#avant#0000023811409#d3b38bd0fb174132d9a7437085741a07.jpeg,23811409,2023-03-13#pto#apres#0000023811409#a1701169dc02364069ed0c56d2862a19.jpeg,23811409_7634,23811409_7634.jpeg,Not same,1
86,2023-03-11#pto#avant#0000023801750#6731504a278a7ade42f810e4e2e5e1d4.jpeg,23801750,2023-03-11#pto#apres#0000023801750#83b1294ad24d76560b332d255aad3514.jpeg,23801750_7445,23801750_7445.jpeg,Not same,1
87,2023-03-10#pto#avant#0000024510579#b8077e6fc372712512bb01d2510c9397.jpeg,24510579,2023-03-10#pto#apres#0000024510579#dabdb44501c8342b4c6d92118c03b61d.jpeg,24510579_9784,24510579_9784.jpeg,Same,0
88,2023-03-10#pto#avant#0000019207418#1215fdba0c7484fea596a648d37f6785.jpeg,19207418,2023-03-10#pto#apres#0000019207418#b6728505eb625e0a4efcd73bafae97d5.jpeg,19207418_4309,19207418_4309.jpeg,Not same,1
89,2023-03-18#pto#avant#0000024471941#65fcd97518224ec9f438b757a1977505.jpeg,24471941,2023-03-18#pto#apres#0000024471941#0a8d4198ec537df1dae3529316cb03e6.jpeg,24471941_9730,24471941_9730.jpeg,Same,0
90,2023-03-13#pto#avant#0000017688739#31d494b4aed617213918568bf5f2a616.jpeg,17688739,2023-03-13#pto#apres#0000017688739#321b578833a661a8747eab4bf3c117f2.jpeg,17688739_2486,17688739_2486.jpeg,Same,0
91,2023-03-17#pto#avant#0000017706960#11c92bdb2e0b7c749eb12c931895ea13.jpeg,17706960,2023-03-17#pto#apres#0000017706960#bf0eead3ef77df373148c55dce8c375c.jpeg,17706960_2796,17706960_2796.jpeg,Same,0
92,2023-03-18#pto#avant#0000022608834#1887c51da6cca6364496919817f84598.jpeg,22608834,2023-03-18#pto#apres#0000022608834#400b0ce2debb7a22947358d394bed4ba.jpeg,22608834_5230,22608834_5230.jpeg,Same,0
93,2023-03-13#pto#avant#0000017654941#64a936e9dc02661a7c71ec6fd506fb78.jpeg,17654941,2023-03-13#pto#apres#0000017654941#6d81f335f5915165e72eb5d580b84e17.jpeg,17654941_1992,17654941_1992.jpeg,Same,0
94,2023-03-10#pto#avant#0000023815944#3477d10790b179bec7a79753b9a6bd06.jpeg,23815944,2023-03-10#pto#apres#0000023815944#c11d5b744a7833473ca1d11d3c3cc3a0.jpeg,23815944_7735,23815944_7735.jpeg,Same,0
95,2023-03-15#pto#avant#0000024566215#56e2cf489001590b4b709527d579a029.jpeg,24566215,2023-03-15#pto#apres#0000024566215#a4f787283dfbb460fd4eb30f7b747939.jpeg,24566215_9937,24566215_9937.jpeg,Same,0
96,2023-03-15#pto#avant#0000023281664#2ec0e24c40b2a92e4ada9beeb4e039ab.jpeg,23281664,2023-03-15#pto#apres#0000023281664#7df6e896d3380302038401f4471fe1ba.jpeg,23281664_6949,23281664_6949.jpeg,Same,0
97,2023-03-10#pto#avant#0000029537846#67a496c1eeab528233c6efa472a132c7.jpeg,29537846,2023-03-10#pto#apres#0000029537846#db9171e7a9a4996a485c7de42961dfd4.jpeg,29537846_11091,29537846_11091.jpeg,Same,0
98,2023-03-13#pto#avant#0000023244232#88da24377624db87f06276a2ebe0d693.jpeg,23244232,2023-03-13#pto#apres#0000023244232#8e2cda390f66cc26017f57dabd64f974.jpeg,23244232_6159,23244232_6159.jpeg,Same,0
99,2023-03-11#pto#avant#0000024622948#470b5a496481e7c9eeb0b8c18ba33c5e.jpeg,24622948,2023-03-11#pto#apres#0000024622948#308d82d885d0f2929829b3259e79c4f8.jpeg,24622948_10379,24622948_10379.jpeg,Same,0
100,2023-03-13#pto#avant#0000023260940#164631ffa03c99c156d5c074ffdb0129.jpeg,23260940,2023-03-13#pto#apres#0000023260940#b9d689b93dd014662173457bde53f2dc.jpeg,23260940_6517,23260940_6517.jpeg,Same,0
101,2023-03-18#pto#avant#0000015183836#7a26bf6d472c1a4fd8c49b14ded6ce62.jpeg,15183836,2023-03-18#pto#apres#0000015183836#6193e220c136820cb8d97dbfa6231d6b.jpeg,15183836_1552,15183836_1552.jpeg,Same,0
102,2023-03-15#pto#avant#0000023826663#1bfe13d1de7c38994352b4512b8db0b9.jpeg,23826663,2023-03-15#pto#apres#0000023826663#a2ec50f399219b1ebc67445a90e25b73.jpeg,23826663_7974,23826663_7974.jpeg,Same,0
103,2023-03-15#pto#avant#0000022675447#a8ef36bca7e52169b3085161486e22b5.jpeg,22675447,2023-03-15#pto#apres#0000022675447#ed6f936b0621c0a7d60ae94a7d627b86.jpeg,22675447_5503,22675447_5503.jpeg,Same,0
104,2023-03-13#pto#avant#0000021151497#d377939ff65bfd334ca46fafb901d456.jpeg,21151497,2023-03-13#pto#apres#0000021151497#a4e8c83919b78c4f08cbd562f5375453.jpeg,21151497_4990,21151497_4990.jpeg,Same,0
105,2023-03-10#pto#avant#0000029498676#f16f2535c0aeb2421d7a28edd504c12e.jpeg,29498676,2023-03-10#pto#apres#0000029498676#6cf28b503cf499d53df0d37ff736cad9.jpeg,29498676_10924,29498676_10924.jpeg,Same,0
106,2023-03-10#pto#avant#0000023247527#57ff90e4fdf15d5aa75e22c172624d84.jpeg,23247527,2023-03-10#pto#apres#0000023247527#c283a5e4f51ff664ecb7956171d62ad4.jpeg,23247527_6239,23247527_6239.jpeg,Not same,1
107,2023-03-15#pto#avant#0000015150632#f50862eebb211e7c7342f3af666b611a.jpeg,15150632,2023-03-15#pto#apres#0000015150632#0a594aa68adaeb307c1f1b36b6106863.jpeg,15150632_1307,15150632_1307.jpeg,Same,0
108,2023-03-15#pto#avant#0000023959626#eb8d6b0da120c79b5e24f3a7c9b1fac5.jpeg,23959626,2023-03-15#pto#apres#0000023959626#25060e88b2836cf88a1c0377ae4b42e0.jpeg,23959626_8888,23959626_8888.jpeg,Same,0
109,2023-03-09#pto#avant#0000024579708#f04267fe0b72464bc0cedca59604cfd1.jpeg,24579708,2023-03-09#pto#apres#0000024579708#852f68cad03049803ad67e365b5a71ea.jpeg,24579708_9981,24579708_9981.jpeg,Same,0
110,2023-03-15#pto#avant#0000023860015#23770b71887444a8573e9fcc9518a679.jpeg,23860015,2023-03-15#pto#apres#0000023860015#b59165f921af26b27238c362fa2d7009.jpeg,23860015_8450,23860015_8450.jpeg,Same,0
111,2023-03-21#pto#avant#0000023869097#754975b112048f8900315ed1b9909d5a.jpeg,23869097,2023-03-21#pto#apres#0000023869097#c6892635eac1803866fe8bece4195cfd.jpeg,23869097_8537,23869097_8537.jpeg,Same,0
112,2023-03-15#pto#avant#0000022679355#0c35ada588b5f362178bab9b135298fb.jpeg,22679355,2023-03-15#pto#apres#0000022679355#220eca118d2042f4ccd557f091b86ea2.jpeg,22679355_5524,22679355_5524.jpeg,Same,0
113,2023-03-15#pto#avant#0000023970660#fcb61eccf43368a3952ffc6dffee929b.jpeg,23970660,2023-03-15#pto#apres#0000023970660#a164423ecd0dc6dc5d0fc473d4c921e0.jpeg,23970660_8969,23970660_8969.jpeg,Same,0
