,numint,nom_ls,label,path_x,path_y,gs_uri
109,20754120,20754120_4806,Not same,20754120_4806_augmented_avant319.jpg,20754120_4806_augmented_apres319.jpg,20754120_4806_aug.jpeg
110,17702470,17702470_2712,Not enough context elements,17702470_2712_augmented_avant318.jpg,17702470_2712_augmented_apres318.jpg,17702470_2712_aug.jpeg
111,23277234,23277234_6913,Not enough context elements,23277234_6913_augmented_avant246.jpg,23277234_6913_augmented_apres246.jpg,23277234_6913_aug.jpeg
112,23252203,23252203_6345,Not same,23252203_6345_augmented_avant614.jpg,23252203_6345_augmented_apres614.jpg,23252203_6345_aug.jpeg
113,24584692,24584692_9994,Not same,24584692_9994_augmented_avant228.jpg,24584692_9994_augmented_apres228.jpg,24584692_9994_aug.jpeg
114,17718851,17718851_3118,Not enough context elements,17718851_3118_augmented_avant812.jpg,17718851_3118_augmented_apres812.jpg,17718851_3118_aug.jpeg
115,15171257,15171257_1456,Not same,15171257_1456_augmented_avant874.jpg,15171257_1456_augmented_apres874.jpg,15171257_1456_aug.jpeg
116,9174030,9174030_499,Not same,9174030_499_augmented_avant848.jpg,9174030_499_augmented_apres848.jpg,9174030_499_aug.jpeg
117,23863953,23863953_8481,Not same,23863953_8481_augmented_avant786.jpg,23863953_8481_augmented_apres786.jpg,23863953_8481_aug.jpeg
118,24251266,24251266_9340,Not enough context elements,24251266_9340_augmented_avant481.jpg,24251266_9340_augmented_apres481.jpg,24251266_9340_aug.jpeg
119,24560041,24560041_9911,Not enough context elements,24560041_9911_augmented_avant699.jpg,24560041_9911_augmented_apres699.jpg,24560041_9911_aug.jpeg
120,9184023,9184023_662,Not enough context elements,9184023_662_augmented_avant905.jpg,9184023_662_augmented_apres905.jpg,9184023_662_aug.jpeg
121,21118957,21118957_4890,Not enough context elements,21118957_4890_augmented_avant899.jpg,21118957_4890_augmented_apres899.jpg,21118957_4890_aug.jpeg
122,17705591,17705591_2772,Not enough context elements,17705591_2772_augmented_avant440.jpg,17705591_2772_augmented_apres440.jpg,17705591_2772_aug.jpeg
123,23271877,23271877_6816,Not same,23271877_6816_augmented_avant146.jpg,23271877_6816_augmented_apres146.jpg,23271877_6816_aug.jpeg
124,24558724,24558724_9904,Not enough context elements,24558724_9904_augmented_avant141.jpg,24558724_9904_augmented_apres141.jpg,24558724_9904_aug.jpeg
125,9183208,9183208_650,Not same,9183208_650_augmented_avant1.jpg,9183208_650_augmented_apres1.jpg,9183208_650_aug.jpeg
126,23971121,23971121_8976,Not enough context elements,23971121_8976_augmented_avant973.jpg,23971121_8976_augmented_apres973.jpg,23971121_8976_aug.jpeg
127,23837346,23837346_8155,Not same,23837346_8155_augmented_avant736.jpg,23837346_8155_augmented_apres736.jpg,23837346_8155_aug.jpeg
128,23902298,23902298_8620,Not enough context elements,23902298_8620_augmented_avant237.jpg,23902298_8620_augmented_apres237.jpg,23902298_8620_aug.jpeg
129,23853042,23853042_8380,Not enough context elements,23853042_8380_augmented_avant53.jpg,23853042_8380_augmented_apres53.jpg,23853042_8380_aug.jpeg
130,17651091,17651091_1966,Not enough context elements,17651091_1966_augmented_avant341.jpg,17651091_1966_augmented_apres341.jpg,17651091_1966_aug.jpeg
131,4084188,4084188_178,Not same,4084188_178_augmented_avant877.jpg,4084188_178_augmented_apres877.jpg,4084188_178_aug.jpeg
132,23811244,23811244_7630,Not enough context elements,23811244_7630_augmented_avant123.jpg,23811244_7630_augmented_apres123.jpg,23811244_7630_aug.jpeg
133,23769585,23769585_7150,Not enough context elements,23769585_7150_augmented_avant178.jpg,23769585_7150_augmented_apres178.jpg,23769585_7150_aug.jpeg
134,21186380,21186380_5191,Not same,21186380_5191_augmented_avant649.jpg,21186380_5191_augmented_apres649.jpg,21186380_5191_aug.jpeg
135,22663599,22663599_5417,Not same,22663599_5417_augmented_avant926.jpg,22663599_5417_augmented_apres926.jpg,22663599_5417_aug.jpeg
136,19948063,19948063_4702,Not enough context elements,19948063_4702_augmented_avant92.jpg,19948063_4702_augmented_apres92.jpg,19948063_4702_aug.jpeg
137,24613179,24613179_10242,Not enough context elements,24613179_10242_augmented_avant240.jpg,24613179_10242_augmented_apres240.jpg,24613179_10242_aug.jpeg
138,24607606,24607606_10161,Not enough context elements,24607606_10161_augmented_avant916.jpg,24607606_10161_augmented_apres916.jpg,24607606_10161_aug.jpeg
139,23243703,23243703_6148,Not enough context elements,23243703_6148_augmented_avant999.jpg,23243703_6148_augmented_apres999.jpg,23243703_6148_aug.jpeg
140,22687766,22687766_5546,Not same,22687766_5546_augmented_avant367.jpg,22687766_5546_augmented_apres367.jpg,22687766_5546_aug.jpeg
141,21170998,21170998_5143,Not enough context elements,21170998_5143_augmented_avant345.jpg,21170998_5143_augmented_apres345.jpg,21170998_5143_aug.jpeg
142,24271544,24271544_9549,Not same,24271544_9549_augmented_avant78.jpg,24271544_9549_augmented_apres78.jpg,24271544_9549_aug.jpeg
143,24621238,24621238_10355,Not enough context elements,24621238_10355_augmented_avant637.jpg,24621238_10355_augmented_apres637.jpg,24621238_10355_aug.jpeg
144,17662451,17662451_2077,Not enough context elements,17662451_2077_augmented_avant127.jpg,17662451_2077_augmented_apres127.jpg,17662451_2077_aug.jpeg
145,15155156,15155156_1361,Not enough context elements,15155156_1361_augmented_avant503.jpg,15155156_1361_augmented_apres503.jpg,15155156_1361_aug.jpeg
146,17680035,17680035_2290,Not same,17680035_2290_augmented_avant782.jpg,17680035_2290_augmented_apres782.jpg,17680035_2290_aug.jpeg
147,9182753,9182753_637,Not same,9182753_637_augmented_avant117.jpg,9182753_637_augmented_apres117.jpg,9182753_637_aug.jpeg
148,21158340,21158340_5033,Not enough context elements,21158340_5033_augmented_avant594.jpg,21158340_5033_augmented_apres594.jpg,21158340_5033_aug.jpeg
149,19196210,19196210_4288,Not enough context elements,19196210_4288_augmented_avant450.jpg,19196210_4288_augmented_apres450.jpg,19196210_4288_aug.jpeg
150,29559956,29559956_11294,Not same,29559956_11294_augmented_avant302.jpg,29559956_11294_augmented_apres302.jpg,29559956_11294_aug.jpeg
151,15152049,15152049_1328,Not same,15152049_1328_augmented_avant57.jpg,15152049_1328_augmented_apres57.jpg,15152049_1328_aug.jpeg
152,23247527,23247527_6239,Not same,23247527_6239_augmented_avant11.jpg,23247527_6239_augmented_apres11.jpg,23247527_6239_aug.jpeg
153,9672410,9672410_918,Not enough context elements,9672410_918_augmented_avant354.jpg,9672410_918_augmented_apres354.jpg,9672410_918_aug.jpeg
154,19942530,19942530_4619,Not enough context elements,19942530_4619_augmented_avant152.jpg,19942530_4619_augmented_apres152.jpg,19942530_4619_aug.jpeg
155,23264783,23264783_6624,Not enough context elements,23264783_6624_augmented_avant939.jpg,23264783_6624_augmented_apres939.jpg,23264783_6624_aug.jpeg
156,24504200,24504200_9771,Not enough context elements,24504200_9771_augmented_avant48.jpg,24504200_9771_augmented_apres48.jpg,24504200_9771_aug.jpeg
157,24257624,24257624_9395,Not enough context elements,24257624_9395_augmented_avant650.jpg,24257624_9395_augmented_apres650.jpg,24257624_9395_aug.jpeg
158,21156655,21156655_5024,Not enough context elements,21156655_5024_augmented_avant487.jpg,21156655_5024_augmented_apres487.jpg,21156655_5024_aug.jpeg
159,19230061,19230061_4391,Not enough context elements,19230061_4391_augmented_avant160.jpg,19230061_4391_augmented_apres160.jpg,19230061_4391_aug.jpeg
160,17986257,17986257_3488,Not same,17986257_3488_augmented_avant602.jpg,17986257_3488_augmented_apres602.jpg,17986257_3488_aug.jpeg
161,24262727,24262727_9456,Not same,24262727_9456_augmented_avant814.jpg,24262727_9456_augmented_apres814.jpg,24262727_9456_aug.jpeg
162,21136406,21136406_4927,Not enough context elements,21136406_4927_augmented_avant907.jpg,21136406_4927_augmented_apres907.jpg,21136406_4927_aug.jpeg
163,30269805,30269805_11567,Not same,30269805_11567_augmented_avant985.jpg,30269805_11567_augmented_apres985.jpg,30269805_11567_aug.jpeg
164,24541625,24541625_9872,Not enough context elements,24541625_9872_augmented_avant929.jpg,24541625_9872_augmented_apres929.jpg,24541625_9872_aug.jpeg
165,22612956,22612956_5237,Not enough context elements,22612956_5237_augmented_avant709.jpg,22612956_5237_augmented_apres709.jpg,22612956_5237_aug.jpeg
166,9168329,9168329_375,Not same,9168329_375_augmented_avant144.jpg,9168329_375_augmented_apres144.jpg,9168329_375_aug.jpeg
167,19244798,19244798_4452,Not enough context elements,19244798_4452_augmented_avant424.jpg,19244798_4452_augmented_apres424.jpg,19244798_4452_aug.jpeg
168,24636465,24636465_10614,Not same,24636465_10614_augmented_avant159.jpg,24636465_10614_augmented_apres159.jpg,24636465_10614_aug.jpeg
169,17712497,17712497_2966,Not same,17712497_2966_augmented_avant744.jpg,17712497_2966_augmented_apres744.jpg,17712497_2966_aug.jpeg
170,3148081,3148081_67,Not same,3148081_67_augmented_avant711.jpg,3148081_67_augmented_apres711.jpg,3148081_67_aug.jpeg
171,24258323,24258323_9413,Not enough context elements,24258323_9413_augmented_avant203.jpg,24258323_9413_augmented_apres203.jpg,24258323_9413_aug.jpeg
172,30238427,30238427_11470,Not same,30238427_11470_augmented_avant898.jpg,30238427_11470_augmented_apres898.jpg,30238427_11470_aug.jpeg
173,23229558,23229558_5908,Not enough context elements,23229558_5908_augmented_avant147.jpg,23229558_5908_augmented_apres147.jpg,23229558_5908_aug.jpeg
174,9674970,9674970_933,Not enough context elements,9674970_933_augmented_avant17.jpg,9674970_933_augmented_apres17.jpg,9674970_933_aug.jpeg
175,3151358,3151358_97,Not enough context elements,3151358_97_augmented_avant851.jpg,3151358_97_augmented_apres851.jpg,3151358_97_aug.jpeg
176,23873879,23873879_8556,Not same,23873879_8556_augmented_avant151.jpg,23873879_8556_augmented_apres151.jpg,23873879_8556_aug.jpeg
177,24632352,24632352_10553,Not same,24632352_10553_augmented_avant236.jpg,24632352_10553_augmented_apres236.jpg,24632352_10553_aug.jpeg
178,23840126,23840126_8211,Not enough context elements,23840126_8211_augmented_avant657.jpg,23840126_8211_augmented_apres657.jpg,23840126_8211_aug.jpeg
179,24258377,24258377_9414,Not same,24258377_9414_augmented_avant311.jpg,24258377_9414_augmented_apres311.jpg,24258377_9414_aug.jpeg
180,19218857,19218857_4345,Not enough context elements,19218857_4345_augmented_avant731.jpg,19218857_4345_augmented_apres731.jpg,19218857_4345_aug.jpeg
181,24262328,24262328_9449,Not same,24262328_9449_augmented_avant110.jpg,24262328_9449_augmented_apres110.jpg,24262328_9449_aug.jpeg
182,24653961,24653961_10786,Not enough context elements,24653961_10786_augmented_avant621.jpg,24653961_10786_augmented_apres621.jpg,24653961_10786_aug.jpeg
183,18018850,18018850_4196,Not same,18018850_4196_augmented_avant140.jpg,18018850_4196_augmented_apres140.jpg,18018850_4196_aug.jpeg
184,9169871,9169871_402,Not same,9169871_402_augmented_avant626.jpg,9169871_402_augmented_apres626.jpg,9169871_402_aug.jpeg
185,23843960,23843960_8287,Not same,23843960_8287_augmented_avant724.jpg,23843960_8287_augmented_apres724.jpg,23843960_8287_aug.jpeg
186,22672417,22672417_5478,Not enough context elements,22672417_5478_augmented_avant208.jpg,22672417_5478_augmented_apres208.jpg,22672417_5478_aug.jpeg
187,11233634,11233634_1140,Not same,11233634_1140_augmented_avant896.jpg,11233634_1140_augmented_apres896.jpg,11233634_1140_aug.jpeg
188,17698680,17698680_2664,Not enough context elements,17698680_2664_augmented_avant272.jpg,17698680_2664_augmented_apres272.jpg,17698680_2664_aug.jpeg
189,23817061,23817061_7759,Not same,23817061_7759_augmented_avant720.jpg,23817061_7759_augmented_apres720.jpg,23817061_7759_aug.jpeg
190,21179059,21179059_5172,Not enough context elements,21179059_5172_augmented_avant359.jpg,21179059_5172_augmented_apres359.jpg,21179059_5172_aug.jpeg
191,19216079,19216079_4339,Not enough context elements,19216079_4339_augmented_avant355.jpg,19216079_4339_augmented_apres355.jpg,19216079_4339_aug.jpeg
192,24599042,24599042_10085,Not enough context elements,24599042_10085_augmented_avant25.jpg,24599042_10085_augmented_apres25.jpg,24599042_10085_aug.jpeg
