,path_x,numint,path_y,nom_ls,gs_uri,label
10,/home/jupyter/tmp_avant/17709680_2882_augmented_avant539.jpg,17709680,/home/jupyter/tmp_apres/17709680_2882_augmented_apres539.jpg,17709680_2882,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17709680_2882_aug.jpeg,Not enough context elements
11,/home/jupyter/tmp_avant/23245204_6182_augmented_avant947.jpg,23245204,/home/jupyter/tmp_apres/23245204_6182_augmented_apres947.jpg,23245204_6182,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23245204_6182_aug.jpeg,Not enough context elements
12,/home/jupyter/tmp_avant/23838265_8171_augmented_avant801.jpg,23838265,/home/jupyter/tmp_apres/23838265_8171_augmented_apres801.jpg,23838265_8171,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23838265_8171_aug.jpeg,Not same
13,/home/jupyter/tmp_avant/18008869_4058_augmented_avant331.jpg,18008869,/home/jupyter/tmp_apres/18008869_4058_augmented_apres331.jpg,18008869_4058,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/18008869_4058_aug.jpeg,Not same
14,/home/jupyter/tmp_avant/21109421_4879_augmented_avant1200.jpg,21109421,/home/jupyter/tmp_apres/21109421_4879_augmented_apres1200.jpg,21109421_4879,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/21109421_4879_aug.jpeg,Not enough context elements
15,/home/jupyter/tmp_avant/11225316_1060_augmented_avant1102.jpg,11225316,/home/jupyter/tmp_apres/11225316_1060_augmented_apres1102.jpg,11225316_1060,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/11225316_1060_aug.jpeg,Not enough context elements
16,/home/jupyter/tmp_avant/17559253_1802_augmented_avant356.jpg,17559253,/home/jupyter/tmp_apres/17559253_1802_augmented_apres356.jpg,17559253_1802,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17559253_1802_aug.jpeg,Not same
17,/home/jupyter/tmp_avant/23266590_6673_augmented_avant849.jpg,23266590,/home/jupyter/tmp_apres/23266590_6673_augmented_apres849.jpg,23266590_6673,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23266590_6673_aug.jpeg,Not same
18,/home/jupyter/tmp_avant/23809687_7593_augmented_avant855.jpg,23809687,/home/jupyter/tmp_apres/23809687_7593_augmented_apres855.jpg,23809687_7593,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23809687_7593_aug.jpeg,Not same
19,/home/jupyter/tmp_avant/16886073_1708_augmented_avant364.jpg,16886073,/home/jupyter/tmp_apres/16886073_1708_augmented_apres364.jpg,16886073_1708,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/16886073_1708_aug.jpeg,Not same
20,/home/jupyter/tmp_avant/23781836_7213_augmented_avant30.jpg,23781836,/home/jupyter/tmp_apres/23781836_7213_augmented_apres30.jpg,23781836_7213,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23781836_7213_aug.jpeg,Not same
21,/home/jupyter/tmp_avant/24262727_9456_augmented_avant247.jpg,24262727,/home/jupyter/tmp_apres/24262727_9456_augmented_apres247.jpg,24262727_9456,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24262727_9456_aug.jpeg,Not same
22,/home/jupyter/tmp_avant/9171328_443_augmented_avant1226.jpg,9171328,/home/jupyter/tmp_apres/9171328_443_augmented_apres1226.jpg,9171328_443,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9171328_443_aug.jpeg,Not enough context elements
23,/home/jupyter/tmp_avant/23226372_5875_augmented_avant1109.jpg,23226372,/home/jupyter/tmp_apres/23226372_5875_augmented_apres1109.jpg,23226372_5875,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23226372_5875_aug.jpeg,Not enough context elements
24,/home/jupyter/tmp_avant/21186437_5193_augmented_avant346.jpg,21186437,/home/jupyter/tmp_apres/21186437_5193_augmented_apres346.jpg,21186437_5193,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/21186437_5193_aug.jpeg,Not same
25,/home/jupyter/tmp_avant/24576466_9969_augmented_avant886.jpg,24576466,/home/jupyter/tmp_apres/24576466_9969_augmented_apres886.jpg,24576466_9969,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24576466_9969_aug.jpeg,Not enough context elements
26,/home/jupyter/tmp_avant/23963160_8910_augmented_avant541.jpg,23963160,/home/jupyter/tmp_apres/23963160_8910_augmented_apres541.jpg,23963160_8910,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23963160_8910_aug.jpeg,Not same
27,/home/jupyter/tmp_avant/23217475_5797_augmented_avant436.jpg,23217475,/home/jupyter/tmp_apres/23217475_5797_augmented_apres436.jpg,23217475_5797,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23217475_5797_aug.jpeg,Not enough context elements
28,/home/jupyter/tmp_avant/23854096_8390_augmented_avant7.jpg,23854096,/home/jupyter/tmp_apres/23854096_8390_augmented_apres7.jpg,23854096_8390,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23854096_8390_aug.jpeg,Not enough context elements
29,/home/jupyter/tmp_avant/24262225_9445_augmented_avant952.jpg,24262225,/home/jupyter/tmp_apres/24262225_9445_augmented_apres952.jpg,24262225_9445,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24262225_9445_aug.jpeg,Not enough context elements
30,/home/jupyter/tmp_avant/17551345_1794_augmented_avant93.jpg,17551345,/home/jupyter/tmp_apres/17551345_1794_augmented_apres93.jpg,17551345_1794,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17551345_1794_aug.jpeg,Not same
31,/home/jupyter/tmp_avant/21086861_4860_augmented_avant78.jpg,21086861,/home/jupyter/tmp_apres/21086861_4860_augmented_apres78.jpg,21086861_4860,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/21086861_4860_aug.jpeg,Not enough context elements
32,/home/jupyter/tmp_avant/23838047_8165_augmented_avant1089.jpg,23838047,/home/jupyter/tmp_apres/23838047_8165_augmented_apres1089.jpg,23838047_8165,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23838047_8165_aug.jpeg,Not enough context elements
33,/home/jupyter/tmp_avant/23822606_7876_augmented_avant813.jpg,23822606,/home/jupyter/tmp_apres/23822606_7876_augmented_apres813.jpg,23822606_7876,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23822606_7876_aug.jpeg,Not same
34,/home/jupyter/tmp_avant/23851513_8370_augmented_avant1237.jpg,23851513,/home/jupyter/tmp_apres/23851513_8370_augmented_apres1237.jpg,23851513_8370,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23851513_8370_aug.jpeg,Not enough context elements
35,/home/jupyter/tmp_avant/22515152_5205_augmented_avant279.jpg,22515152,/home/jupyter/tmp_apres/22515152_5205_augmented_apres279.jpg,22515152_5205,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/22515152_5205_aug.jpeg,Not enough context elements
36,/home/jupyter/tmp_avant/17689350_2497_augmented_avant112.jpg,17689350,/home/jupyter/tmp_apres/17689350_2497_augmented_apres112.jpg,17689350_2497,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17689350_2497_aug.jpeg,Not enough context elements
37,/home/jupyter/tmp_avant/24619225_10325_augmented_avant912.jpg,24619225,/home/jupyter/tmp_apres/24619225_10325_augmented_apres912.jpg,24619225_10325,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24619225_10325_aug.jpeg,Not same
38,/home/jupyter/tmp_avant/24594134_10047_augmented_avant85.jpg,24594134,/home/jupyter/tmp_apres/24594134_10047_augmented_apres85.jpg,24594134_10047,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24594134_10047_aug.jpeg,Not enough context elements
39,/home/jupyter/tmp_avant/23788254_7259_augmented_avant111.jpg,23788254,/home/jupyter/tmp_apres/23788254_7259_augmented_apres111.jpg,23788254_7259,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23788254_7259_aug.jpeg,Not enough context elements
40,/home/jupyter/tmp_avant/21101574_4877_augmented_avant194.jpg,21101574,/home/jupyter/tmp_apres/21101574_4877_augmented_apres194.jpg,21101574_4877,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/21101574_4877_aug.jpeg,Not enough context elements
41,/home/jupyter/tmp_avant/23277234_6913_augmented_avant175.jpg,23277234,/home/jupyter/tmp_apres/23277234_6913_augmented_apres175.jpg,23277234_6913,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23277234_6913_aug.jpeg,Not enough context elements
42,/home/jupyter/tmp_avant/19194663_4282_augmented_avant1115.jpg,19194663,/home/jupyter/tmp_apres/19194663_4282_augmented_apres1115.jpg,19194663_4282,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/19194663_4282_aug.jpeg,Not same
43,/home/jupyter/tmp_avant/24271544_9549_augmented_avant221.jpg,24271544,/home/jupyter/tmp_apres/24271544_9549_augmented_apres221.jpg,24271544_9549,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24271544_9549_aug.jpeg,Not same
44,/home/jupyter/tmp_avant/30149772_11460_augmented_avant1233.jpg,30149772,/home/jupyter/tmp_apres/30149772_11460_augmented_apres1233.jpg,30149772_11460,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/30149772_11460_aug.jpeg,Not same
45,/home/jupyter/tmp_avant/9184023_662_augmented_avant188.jpg,9184023,/home/jupyter/tmp_apres/9184023_662_augmented_apres188.jpg,9184023_662,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9184023_662_aug.jpeg,Not enough context elements
46,/home/jupyter/tmp_avant/17702094_2703_augmented_avant871.jpg,17702094,/home/jupyter/tmp_apres/17702094_2703_augmented_apres871.jpg,17702094_2703,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17702094_2703_aug.jpeg,Not same
47,/home/jupyter/tmp_avant/9167521_355_augmented_avant184.jpg,9167521,/home/jupyter/tmp_apres/9167521_355_augmented_apres184.jpg,9167521_355,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9167521_355_aug.jpeg,Not enough context elements
48,/home/jupyter/tmp_avant/17653932_1987_augmented_avant40.jpg,17653932,/home/jupyter/tmp_apres/17653932_1987_augmented_apres40.jpg,17653932_1987,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17653932_1987_aug.jpeg,Not enough context elements
49,/home/jupyter/tmp_avant/22678537_5521_augmented_avant567.jpg,22678537,/home/jupyter/tmp_apres/22678537_5521_augmented_apres567.jpg,22678537_5521,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/22678537_5521_aug.jpeg,Not enough context elements
50,/home/jupyter/tmp_avant/19230061_4391_augmented_avant244.jpg,19230061,/home/jupyter/tmp_apres/19230061_4391_augmented_apres244.jpg,19230061_4391,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/19230061_4391_aug.jpeg,Not enough context elements
51,/home/jupyter/tmp_avant/17998925_3788_augmented_avant416.jpg,17998925,/home/jupyter/tmp_apres/17998925_3788_augmented_apres416.jpg,17998925_3788,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17998925_3788_aug.jpeg,Not enough context elements
52,/home/jupyter/tmp_avant/23247527_6239_augmented_avant236.jpg,23247527,/home/jupyter/tmp_apres/23247527_6239_augmented_apres236.jpg,23247527_6239,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23247527_6239_aug.jpeg,Not same
53,/home/jupyter/tmp_avant/9192760_848_augmented_avant125.jpg,9192760,/home/jupyter/tmp_apres/9192760_848_augmented_apres125.jpg,9192760_848,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9192760_848_aug.jpeg,Not enough context elements
54,/home/jupyter/tmp_avant/24602490_10119_augmented_avant507.jpg,24602490,/home/jupyter/tmp_apres/24602490_10119_augmented_apres507.jpg,24602490_10119,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24602490_10119_aug.jpeg,Not same
55,/home/jupyter/tmp_avant/24638900_10646_augmented_avant146.jpg,24638900,/home/jupyter/tmp_apres/24638900_10646_augmented_apres146.jpg,24638900_10646,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24638900_10646_aug.jpeg,Not same
56,/home/jupyter/tmp_avant/23779919_7210_augmented_avant1108.jpg,23779919,/home/jupyter/tmp_apres/23779919_7210_augmented_apres1108.jpg,23779919_7210,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23779919_7210_aug.jpeg,Not same
57,/home/jupyter/tmp_avant/17680464_2295_augmented_avant1234.jpg,17680464,/home/jupyter/tmp_apres/17680464_2295_augmented_apres1234.jpg,17680464_2295,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17680464_2295_aug.jpeg,Not same
58,/home/jupyter/tmp_avant/24636745_10617_augmented_avant384.jpg,24636745,/home/jupyter/tmp_apres/24636745_10617_augmented_apres384.jpg,24636745_10617,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24636745_10617_aug.jpeg,Not enough context elements
59,/home/jupyter/tmp_avant/30264408_11534_augmented_avant652.jpg,30264408,/home/jupyter/tmp_apres/30264408_11534_augmented_apres652.jpg,30264408_11534,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/30264408_11534_aug.jpeg,Not enough context elements
60,/home/jupyter/tmp_avant/23237229_6028_augmented_avant955.jpg,23237229,/home/jupyter/tmp_apres/23237229_6028_augmented_apres955.jpg,23237229_6028,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23237229_6028_aug.jpeg,Not enough context elements
61,/home/jupyter/tmp_avant/17724262_3190_augmented_avant937.jpg,17724262,/home/jupyter/tmp_apres/17724262_3190_augmented_apres937.jpg,17724262_3190,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17724262_3190_aug.jpeg,Not enough context elements
62,/home/jupyter/tmp_avant/23263914_6593_augmented_avant1035.jpg,23263914,/home/jupyter/tmp_apres/23263914_6593_augmented_apres1035.jpg,23263914_6593,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23263914_6593_aug.jpeg,Not enough context elements
63,/home/jupyter/tmp_avant/23257098_6424_augmented_avant308.jpg,23257098,/home/jupyter/tmp_apres/23257098_6424_augmented_apres308.jpg,23257098_6424,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23257098_6424_aug.jpeg,Not same
64,/home/jupyter/tmp_avant/24632286_10552_augmented_avant403.jpg,24632286,/home/jupyter/tmp_apres/24632286_10552_augmented_apres403.jpg,24632286_10552,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24632286_10552_aug.jpeg,Not enough context elements
65,/home/jupyter/tmp_avant/23827213_7988_augmented_avant616.jpg,23827213,/home/jupyter/tmp_apres/23827213_7988_augmented_apres616.jpg,23827213_7988,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23827213_7988_aug.jpeg,Not enough context elements
66,/home/jupyter/tmp_avant/23769585_7150_augmented_avant211.jpg,23769585,/home/jupyter/tmp_apres/23769585_7150_augmented_apres211.jpg,23769585_7150,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23769585_7150_aug.jpeg,Not enough context elements
67,/home/jupyter/tmp_avant/17680035_2290_augmented_avant226.jpg,17680035,/home/jupyter/tmp_apres/17680035_2290_augmented_apres226.jpg,17680035_2290,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17680035_2290_aug.jpeg,Not same
68,/home/jupyter/tmp_avant/17665875_2111_augmented_avant670.jpg,17665875,/home/jupyter/tmp_apres/17665875_2111_augmented_apres670.jpg,17665875_2111,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17665875_2111_aug.jpeg,Not enough context elements
69,/home/jupyter/tmp_avant/23250187_6292_augmented_avant2.jpg,23250187,/home/jupyter/tmp_apres/23250187_6292_augmented_apres2.jpg,23250187_6292,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23250187_6292_aug.jpeg,Not enough context elements
70,/home/jupyter/tmp_avant/9192069_842_augmented_avant523.jpg,9192069,/home/jupyter/tmp_apres/9192069_842_augmented_apres523.jpg,9192069_842,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9192069_842_aug.jpeg,Not enough context elements
71,/home/jupyter/tmp_avant/19936697_4590_augmented_avant1182.jpg,19936697,/home/jupyter/tmp_apres/19936697_4590_augmented_apres1182.jpg,19936697_4590,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/19936697_4590_aug.jpeg,Not same
72,/home/jupyter/tmp_avant/21156891_5028_augmented_avant470.jpg,21156891,/home/jupyter/tmp_apres/21156891_5028_augmented_apres470.jpg,21156891_5028,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/21156891_5028_aug.jpeg,Not same
73,/home/jupyter/tmp_avant/24636465_10614_augmented_avant258.jpg,24636465,/home/jupyter/tmp_apres/24636465_10614_augmented_apres258.jpg,24636465_10614,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24636465_10614_aug.jpeg,Not same
74,/home/jupyter/tmp_avant/24593198_10034_augmented_avant519.jpg,24593198,/home/jupyter/tmp_apres/24593198_10034_augmented_apres519.jpg,24593198_10034,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24593198_10034_aug.jpeg,Not enough context elements
75,/home/jupyter/tmp_avant/23831129_8058_augmented_avant90.jpg,23831129,/home/jupyter/tmp_apres/23831129_8058_augmented_apres90.jpg,23831129_8058,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23831129_8058_aug.jpeg,Not same
76,/home/jupyter/tmp_avant/19955719_4770_augmented_avant948.jpg,19955719,/home/jupyter/tmp_apres/19955719_4770_augmented_apres948.jpg,19955719_4770,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/19955719_4770_aug.jpeg,Not same
77,/home/jupyter/tmp_avant/24504200_9771_augmented_avant240.jpg,24504200,/home/jupyter/tmp_apres/24504200_9771_augmented_apres240.jpg,24504200_9771,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24504200_9771_aug.jpeg,Not enough context elements
78,/home/jupyter/tmp_avant/24475497_9737_augmented_avant690.jpg,24475497,/home/jupyter/tmp_apres/24475497_9737_augmented_apres690.jpg,24475497_9737,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24475497_9737_aug.jpeg,Not enough context elements
79,/home/jupyter/tmp_avant/24584692_9994_augmented_avant177.jpg,24584692,/home/jupyter/tmp_apres/24584692_9994_augmented_apres177.jpg,24584692_9994,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24584692_9994_aug.jpeg,Not same
80,/home/jupyter/tmp_avant/9139545_232_augmented_avant1015.jpg,9139545,/home/jupyter/tmp_apres/9139545_232_augmented_apres1015.jpg,9139545_232,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9139545_232_aug.jpeg,Not same
81,/home/jupyter/tmp_avant/24612157_10217_augmented_avant450.jpg,24612157,/home/jupyter/tmp_apres/24612157_10217_augmented_apres450.jpg,24612157_10217,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24612157_10217_aug.jpeg,Not enough context elements
82,/home/jupyter/tmp_avant/3155543_127_augmented_avant492.jpg,3155543,/home/jupyter/tmp_apres/3155543_127_augmented_apres492.jpg,3155543_127,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/3155543_127_aug.jpeg,Not same
83,/home/jupyter/tmp_avant/29549509_11188_augmented_avant949.jpg,29549509,/home/jupyter/tmp_apres/29549509_11188_augmented_apres949.jpg,29549509_11188,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/29549509_11188_aug.jpeg,Not enough context elements
84,/home/jupyter/tmp_avant/24267697_9525_augmented_avant370.jpg,24267697,/home/jupyter/tmp_apres/24267697_9525_augmented_apres370.jpg,24267697_9525,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24267697_9525_aug.jpeg,Not same
85,/home/jupyter/tmp_avant/9186221_711_augmented_avant246.jpg,9186221,/home/jupyter/tmp_apres/9186221_711_augmented_apres246.jpg,9186221_711,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/9186221_711_aug.jpeg,Not enough context elements
86,/home/jupyter/tmp_avant/24273913_9573_augmented_avant119.jpg,24273913,/home/jupyter/tmp_apres/24273913_9573_augmented_apres119.jpg,24273913_9573,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24273913_9573_aug.jpeg,Not same
87,/home/jupyter/tmp_avant/23819260_7804_augmented_avant990.jpg,23819260,/home/jupyter/tmp_apres/23819260_7804_augmented_apres990.jpg,23819260_7804,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23819260_7804_aug.jpeg,Not enough context elements
88,/home/jupyter/tmp_avant/24628675_10488_augmented_avant1122.jpg,24628675,/home/jupyter/tmp_apres/24628675_10488_augmented_apres1122.jpg,24628675_10488,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/24628675_10488_aug.jpeg,Not enough context elements
89,/home/jupyter/tmp_avant/22663599_5417_augmented_avant214.jpg,22663599,/home/jupyter/tmp_apres/22663599_5417_augmented_apres214.jpg,22663599_5417,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/22663599_5417_aug.jpeg,Not same
90,/home/jupyter/tmp_avant/17561775_1810_augmented_avant271.jpg,17561775,/home/jupyter/tmp_apres/17561775_1810_augmented_apres271.jpg,17561775_1810,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/17561775_1810_aug.jpeg,Not enough context elements
91,/home/jupyter/tmp_avant/23255848_6409_augmented_avant24.jpg,23255848,/home/jupyter/tmp_apres/23255848_6409_augmented_apres24.jpg,23255848_6409,gs://ofr-vqi-data-pipeline-models-dev/notebook/Idir/folder_10k/folder_10k/folder_10k/23255848_6409_aug.jpeg,Not enough context elements
